iter,norm
0,1012.2450296247446
1,331.5586034849768
2,41.281643439836195
3,5.25170813554144
4,2.317410965337572
5,1.1452678857675949
6,0.5710719282969733
7,0.2853420361196939
8,0.14264681497209797
9,0.0713203832749932
10,0.0356598136477089
11,0.01782985957629842
12,0.008914923882192937
13,0.004457461202889153
14,0.002228730509116996
15,0.0011143652429420065
16,0.0005571826199965971
17,0.00027859130980896837
18,0.00013929565498807547
19,6.964782740597028e-05
20,3.4823913750314625e-05
21,1.7411956851367013e-05
22,8.705978439074328e-06
23,4.352989185978125e-06
24,2.1764945840114566e-06
25,1.0882473330667863e-06
26,5.4412366043802e-07
27,2.720619370927234e-07
28,1.3603095906692489e-07
29,6.801545736151074e-08
30,3.400781207577262e-08
31,1.7003799467725876e-08
32,8.501914135325717e-09
33,4.250908204427652e-09
34,2.125468271781714e-09
35,1.0627342337548602e-09
36,5.314090587818862e-10
37,2.656436056401741e-10
38,1.3284213951040617e-10
39,6.629969143379723e-11
40,3.316344633134013e-11
41,1.6622715641652053e-11
42,8.401343850781745e-12
43,4.2488316787225486e-12
44,2.0491244376530557e-12
45,1.0458262234450386e-12
46,4.502845603654708e-13
47,2.0885605716641563e-13
48,1.632702903446565e-13
49,3.0478887807599926e-13
50,4.0194366942304644e-14
51,1.3923737144427707e-13
52,5.684341886080802e-14
53,8.987733679556355e-14
54,1.8198773652309366e-13
55,1.7288250917028504e-13
56,1.6077746776921858e-13
57,9.426414608115578e-14
58,6.355287432313019e-14
59,1.6814510056234485e-13
60,1.2058310082691391e-13
61,1.556721137788958e-13
62,0.0
63,1.4768353431425771e-13
64,2.604892696897332e-13
65,1.0634429903501374e-13
66,6.355287432313019e-14
67,2.92619408270042e-13
68,1.9276541204150329e-13
69,1.2710574864626038e-13
70,1.2058310082691391e-13
71,1.1368683772161603e-13
72,5.684341886080802e-14
73,9.426414608115578e-14
74,1.8852829216231156e-13
75,9.426414608115578e-14
76,1.1718571004216928e-13
77,1.9484942300781097e-13
78,1.3923737144427707e-13
79,9.845568954283847e-14
80,4.9227844771419234e-14
81,7.519677498818824e-14
82,8.526512829121202e-14
83,1.5824538089731338e-13
84,1.1368683772161603e-13
85,1.7288250917028504e-13
86,2.9944128962292604e-13
87,1.774935185039339e-13
88,1.9065862296939058e-13
89,1.6814510056234485e-13
90,3.350870122901482e-13
91,7.519677498818824e-14
92,2.3437142008433856e-13
93,1.2388735920980804e-13
94,1.4768353431425771e-13
95,8.038873388460929e-14
96,1.8198773652309366e-13
97,1.4210854715202004e-13
98,1.3923737144427707e-13
99,1.632702903446565e-13
100,2.1078103847843474e-13
