iter,norm
0,313073.53019498644
1,141105.6395660959
2,97575.89654609832
3,76644.68688118618
4,64125.36783844953
5,55485.52416565169
6,49080.54507957695
7,44092.86082543849
8,40068.38330090575
9,36726.639324475414
10,33886.73381687027
